name,email,website,phone,address,sent
Maison boa,,https://maison-boa.worhot.com/,+33 6 79 58 79 13,7 Mauvestis,non
Kyriad,cabries@kyriad.fr,https://residence-cabries-plan-de-campagne.kyriad.com/en-us/?sr=SEO_QWANT,+33 4 42 58 04 86,,non
Hôtel Mercure Marseille Centre Prado Vélodrome,H3004@accor.com,https://all.accor.com/hotel/3004/index.fr.shtml,+33 4 96 20 37 37,11 Avenue de Mazargues,non
Zenitude Hôtel-Résidences Marseille Saint-Charles,marseille.saintcharles@residhome.com,https://www.zenitude-hotel-residences.com/residences/marseille-saint-charles/,+33 4 91 88 80 80,10 Marseille,non
Meininger Hotel,,https://meininger-hotels.com,+33 4 81 68 17 16,25 Rue de Forbin,non
Hôtel Paradis,,,,115 Rue Paradis,non
Montgrand Réception,,,,,non
Odalys Canebiere,,,,9 Rue Sénac de Meilhan,non
Hôtel Azur,,,,24 Cours Franklin Roosevelt Marseille,non
Resid'hotel,,,+33 4 91 17 70 50,7 Square des Frères Ambrogiani,non
NH Collection Marseille,,,,,non
Odalys City Prado Castellane,,,,,non
Maisons du Monde suites,marseille@maisonsdumondehotel.com,https://marseille.maisonsdumondehotel.com,,37 Rue Francis Davso,non
hôtel Ozea,,,,,non
Pernod Ricard Club,,,,,non
Hotel Beausoleil,,,,,non
Hotel Bellevue Marseille,info@hotelbellevuemarseille.com,https://hotelbellevuemarseille.com/,+33 4 96 17 05 40,,non
Le Petit Nice Passedat - La Marina,,,,16 Rue des Braves,non
Gambetta Hôtel,,,+33 4 91 62 07 88,49 Allée Léon Gambetta,non
Hôtel de Toulon,,,,,non
Hotel Gambetta,,,,,non
Hôtel de l'Ariana,,,,12 Rue du Théâtre-Français,non
Hotel Anora,,,,,non
Hotel Gallieni,,,,12,non
Hotel Marsiho by HappyCulture,bonjour@hotel-marsiho.com,https://www.hotel-marsiho.com/,+33491190485,16 Cours Belsunce Marseille,non
Urban Loft Marseille,,,,,non
Hôtel Ibis Marseille Centre Gare Saint-Charles,H1390@accor.com,https://all.accor.com/hotel/1390/index.fr.shtml,+33 4 91 95 62 09,Square Narvik Marseille,non
Hôtel Beauvau,,,,,non
Mercure,,,+33 465 58 56 91,48 La Canebière Marseille,non
Hôtel Garibaldi,,,+33 491477276,,non
Résidence Orfea Marseille,residence.marseille@orfea.fr,,+33 4 91 05 58 30,31 Boulevard Voltaire Marseille,non
Le Ryad,contact@leryad.fr,https://www.leryad.fr/,+33 4 91 47 74 54,,non
ResidHotel - Vieux port,reception.vieuxport@residhotel.com,https://www.residhotel.com/residence/marseille-vieux-port/,+33 4 91 31 89 10,4 Rue de la Coutellerie Marseille,non
Hôtel Hermès,hotel.hermes@orange.fr,https://www.hotelmarseille.com/en/,,2 Rue Bonneterie Marseille,non
Hôtel Ligo by Happyculture,bonjour@hotel-ligo.com,https://www.hotel-ligo.com,+33 4 20 89 19 10,14 Rue Jean Trinquet,non
Grand Hotel De La Prefecture,,https://www.hoteldelaprefecture.fr/,+33 4 91 33 99 81,9 Marseille,non
Le Petit Nice Passedat - Relais & Châteaux,,,,,non
Hôtel Peron,,http://www.hotelperon.com/,,119 Corniche du Président John Fitzgerald Kennedy,non
Hôtel du joli bois,,http://www.hotel-du-joli-bois.com,+33 4 42 01 02 68,,non
Lemon Hotels,,,,,non
Hôtel Premiere Classe,hoteldemarseillenord2009@orange.fr,,+33 8 26 10 19 27,,non
Hôtel F1 Marseille Plan de Campagne n°2,H2264@accor.com,https://www.accorhotels.com/fr/hotel-2264-formule-1-hotelf1-marseille-plan-de-campagne-n1/index.shtml,+33 8 91 70 52 99,Chemin des Rigons Les Pennes-Mirabeau,non
Hôtel F1 Marseille Plan de Campagne n°1,H2372@accor.com,https://www.accorhotels.com/fr/hotel-2372-formule-1-hotelf1-marseille-plan-de-campagne-n2/index.shtml,+33 8 91 70 52 98,Avenue Victor Mellan Cabriès,non
Mas des Grives,,http://www.hotelmasdesgrives.com/,,,non
Hôtel des Cigalons,,,,,non
Inter Hôtel,,,,,non
B & B Hôtels,bb_4729@hotelbb.com,https://www.hotel-bb.com/fr/hotel/marseille-parc-chanot,+33 8 92 23 34 17,35 Boulevard Rabatau,non
Hôtel F1,,,,,non
F1 Hotel,,,,,non
Novotel Marseille-Est,,,,,non
La Maillane,,,,,non
Première Classe,,,,,non
Auberge de jeunesse de Bois Luzy,,,,,non
LeCesar,,https://www.lecesar.fr/,+33 4 91 07 25 25,,non
Café-Hôtel du Resquiadou,,https://www.facebook.com/pages/H%C3%B4tel-Le-Resquiadou/161983007150945,,,non
Mama Shelter,food.belgrade@mamashelter.com,https://www.mamashelter.com/en/marseille/,+33 4 84 35 20 00,,non
Hôtel Ibis,,,,,non
Holiday Inn Express Marseille Saint-Charles,HC461@accor.com,https://all.accor.com/hotel/C461/index.fr.shtml,+33 4 91 99 59 90,,non
Hôtel Golden Tulip,,,,,non
Aparthotel Adagio Marseille Timone,,https://www.adagio-city.com/fr/hotel-B2R9-aparthotel-adagio-marseille-timone/index.shtml,,21 Chemin de l'Armée d'Afrique Marseille,non
Toyoko Inn,,https://france.toyoko-inn.com/,,,non
InterContinental,marseille@ihg.com,https://marseille.intercontinental.com/,,,non
Hôtel Les Moulins,,,,Allauch,non
Côté Sud,,,,,non
City Résidence,,,,,non
Crowne Plaza Marseille Le Dôme,,,,12/14 Rue Sainte-Adélaïde,non
Appart'hôtel Odalys City Le Dôme,,http://odalys-city.com,,,non
easyHotel Marseille Euromed,,,,,non
Grand Hôtel du Roi René,,http://m.accorhotels.com/de/hotel-1169-grand-hotel-roi-rene-aix-en-provence-centre-mgallery-collection/index.shtml,+33 4 42 37 61 00,24 Boulevard du Roi René,non
Campanile Meyreuil - Aix Est,,,,,non
Best Western,,,,,non
Résidence Les Estudines Aix Jas de Bouffan,,https://www.estudines.com/logement-etudiant-aix-en-provence/residence-jas-de-bouffan,,4 Rue Achille Emperaire,non
Radisson Hôtel Aix-en-Provence,info.aixenprovence@radisson.com,https://www.radissonhotels.com/en-us/hotels/radisson-aix-en-provence?cid=a%3Ase+b%3Agmb+c%3Aemea+i%3Alocal+e%3Arad+d%3Aukirwe+h%3AFRQXBAAA,+33 4 42 95 04 41,42 Aix-en-Provence,non
Hôtel Rotonde,,,,Avenue des Belges,non
Hôtel du globe,,,,74 Cours Sextius Aix-en-Provence,non
Hôtel Artea,,,,,non
La Baume-lès-Aix,,http://www.labaumeaix.com,,,non
Ibis Budget Aix Le Canet,H2549@accor.com,http://www.ibis.com/en/hotel-2549-ibis-budget-aix-en-provence-est-le-canet/index.shtml,+33 8 92 68 31 74,Route de la Côte d'Azur Meyreuil,non
Villa Gallici,reservation@villagallici.com,https://www.villagallici.com/,,18 Avenue de la Violette,non
Les Jardins de Mozart,,,,,non
Hôtel Paul,,,+33 4 42 23 23 89,10 Avenue Pasteur Aix-en-Provence,non
Le Mas des Écureuils,,,,,non
Appart'Hotel Garden & City Puyricard - Le Logis des Clercs,,https://garden-city.fr/fr/appart-hotel/garden-city-aix-en-provence-puyricard,+33 4 42 33 13 00,380 Chemin de la Quille,non
Concorde,,,,68 Boulevard du Roi René,non
Hôtel Adagio Aix Centre,,,,,non
Place de hotel ville,,,,,non
Résidence Séjour & Affaires Mirabeau,,,,615 Avenue Wolfgang Amadeus Mozart Aix-en-Provence,non
Hôtel des Augustins,,,,3 Rue de la Masse Aix-en-Provence,non
Les Quatre Dauphins,lesquatredauphins@wanadoo.fr,https://www.lesquatredauphins.fr,+33 4 42 38 16 39,54 Rue Roux Alphéran Aix-en-Provence,non
Vendôme,,,,,non
Le Mas d'Entremont,,https://www.masdentremont.com/,,,non
Hôtel Negrecoste,,,,33 Cours Mirabeau Aix-en-Provence,non
Cézanne Boutique Hotel,,,,,non
Hôtel en ville,,,+33 4 42 63 34 16,,non
Odalys City Appart Hotel les Floridianes,,,,,non
Casa'Hotel,,,,,non
Hôtel Cardinal,vt7ukvu@wtusm-vkxwy7km-kyz.vte,https://hotel-cardinal-aix.com,+33 4 42 38 32 30,24 Rue Cardinale Aix-en-Provence,non
Domaine Gaogaïa,,,,1075 Chemin du Mont Robert,non
Hotel des Arts,,,,,non
Chateau De La Gaude,contact@chateaudelagaude.com,https://chateaudelagaude.com/?ved=2ahUKEwjSyPm19oqSAxU8AvsDHTaUOygQgU96BQiWARAE,,,non
Adonis Arc Hôtel,resa@adonis-archotel-aix.com,https://www.adonis-archotel-aix.com/,,,non
Appart’hotel Odalys Aix Chartreuse,,,,44 Aix-en-Provence,non
Hôtel L'Atrium d'Anaite,,,,15 Cours Gambetta,non
Hôtel** Le Prieuré,,https://www.aix-en-provence-hotel-le-prieure.fr/,+33 4 42 21 05 23,,non
Hôtel Saint-Christophe,,https://www.hotel-saintchristophe.com/fr,+33 4 42 26 01 24,2,non
Hôtel Cézanne,,,,40 Avenue Victor Hugo Aix-en-Provence,non
Aquabella,info-aquabella@partouche.com,https://www.aquabella.fr,,,non
hotelF1,h2551@accor.com,https://all.accor.com/hotel/2551/index.en.shtml#origin=hotelf1,+33 8 91 70 51 55,,non
B&B Hotels,,,,,non
Novotel Aix-en-Provence Pont de l'Arc,,,,,non
Bastide du Roy René,,,,,non
Ibis Aix-en-Provence,H0714@accor.com,https://all.accor.com/booking/fr/ibis/hotel/0714,+33 4 42 27 98 20,,non
Hôtel Renaissance,,https://renaissance-hotels.marriott.com/renaissance-aix-en-provence-hotel,+33 4 86 915 500,,non
Villa Amara,contact@villa-amara.fr,https://www.villa-amara.fr,+33 4 4227 1414,19 Cours des Arts et Metiers,non
Bastide de la Félicité,,,,,non
Villa Saint-Ange,reservation@villasaintange.com,https://villasaintange.com/fr/,,7 Traverse de Saint-Pierre Aix-en-Provence,non
Garden & City,,,,,non
Le Mozart,hotelmozart@wanadoo.fr,https://www.hotelmozart.fr,+33 4 42 21 62 86,,non
Château de la Pioline,seminaires@chateaudelapioline.com,https://www.chateaudelapioline.com/fr/,+33 4 42 52 27 27,,non
Hôtel B&b Aix En Provence - Venelles,,,,,non
Hostellerie de la Crémaillère,,,,,non
Hôtel relais des Brasseurs,,https://www.hotel-relais-aubagne.com/,,1125 Avenue des Paluds Aubagne,non
Le Relais de la Magdeleine,,,,,non
Bus parada 5,,,,,non
Best Western Linko Hotel,,https://www.hotel-linko.com/,,4 Cours Voltaire Aubagne,non
Hôtel Le Provence,,,,,non
Résidence Odalys Shangri-La,,,,,non
Les Roches Blanches,,,,,non
Best Western Cœur de Cassis,,https://www.bestwestern.fr/fr/hotel-Cassis-Best-Western-Coeur-De-Cassis-93882,,2 Rue Pierre Eydin,non
Hôtel Liautaud,,,,,non
Hôtel Cassitel,,,,,non
Clos des Arômes,,,,10 Rue Abbé Paul Mouton Cassis,non
Hôtel des Calanques,,,,,non
Hôtel Eden Cassis,hoteledencassis@gmail.com,https://www.hotel-eden-cassis.com/,+33 4 42 01 72 21,Avenue du Revestel Cassis,non
Royal Cottage,,,,,non
L'Hôtel by Reboul,,,,,non
Hôtel la Rade,,,,,non
Hôtel Les Jardins de Cassis,,,,,non
Rong Shu Bodhi Spa,,,,,non
